name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
觀海堂帖 冊 宋蘇軾贈賈訥詩,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36030?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700004,贈,帖,法帖
觀海堂帖 冊 宋蘇軾次韻三舍人省上詩,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36029?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700003,贈,帖,法帖
觀海堂帖 冊 宋蘇軾為子由賀壽詩,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36028?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700002,贈,帖,法帖
觀海堂帖 冊 宋蘇軾次韻蘇伯固遊蜀岡詩,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36027?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700001,贈,帖,法帖
宋搨大觀帖（一） 冊 陳永陽王寒嚴帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36022?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=482823&randomCode=55226216995&maxW=200&maxH=200,故帖00019400049,故,帖,法帖
淳化閣法帖（三） 冊 齊侍中王僧虔書二啟帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36021?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456239&randomCode=33209676081&maxW=200&maxH=200,贈帖00007000034,贈,帖,法帖
淳化閣法帖（三） 冊 宋太常卿孔之琳書日月帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36020?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456239&randomCode=33209676081&maxW=200&maxH=200,贈帖00007000033,贈,帖,法帖
淳化閣法帖（三） 冊 宋中散大夫羊欣書暮春帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36019?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456238&randomCode=52954427951&maxW=200&maxH=200,贈帖00007000032,贈,帖,法帖
宋榻大觀帖（四） 冊 唐褚庭誨辭奉帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36018?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481418&randomCode=65007901685&maxW=200&maxH=200,故帖00015100032,故,帖,法帖
宋榻大觀帖（四） 冊 唐陸柬之得告帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36017?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481417&randomCode=32258784274&maxW=200&maxH=200,故帖00015100031,故,帖,法帖
宋榻大觀帖（二） 冊 晉桓溫大事帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36016?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481381&randomCode=71914257400&maxW=200&maxH=200,故帖00014900044,故,帖,法帖
宋榻大觀帖（二） 冊 晉王敦蠟節帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36015?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481381&randomCode=71914257400&maxW=200&maxH=200,故帖00014900043,故,帖,法帖
宋榻大觀帖（二） 冊 晉謝萬七月帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36014?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481380&randomCode=88471428050&maxW=200&maxH=200,故帖00014900042,故,帖,法帖
宋拓大觀帖（二） 冊 晉桓溫大事帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35992?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=478740&randomCode=85567469622&maxW=200&maxH=200,故帖00002600044,故,帖,法帖
宋拓大觀帖（二） 冊 晉王敦蠟節帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35991?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=478740&randomCode=85567469622&maxW=200&maxH=200,故帖00002600043,故,帖,法帖
宋拓大觀帖（二） 冊 晉謝萬七月帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35990?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=478740&randomCode=85567469622&maxW=200&maxH=200,故帖00002600042,故,帖,法帖
宋拓大觀帖（二） 冊 晉謝安六月帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35989?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=478739&randomCode=44238913527&maxW=200&maxH=200,故帖00002600041,故,帖,法帖
宋榻大觀帖（五） 冊 何氏閑曠帖,法帖,,,,https://digitalarchive.npm.gov.tw/Collection/Detail/35988?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=481432&randomCode=85388568166&maxW=200&maxH=200,故帖00015200017,故,帖,法帖
