name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14751?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102081&randomCode=23668318028&maxW=200&maxH=200,購錢005413,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14750?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102078&randomCode=37955788791&maxW=200&maxH=200,購錢005412,購,錢,錢幣
祥符元寶,錢幣,待測量,北宋,銅質。方孔圓錢，正面有楷書：「祥符元寶」四字，背面無文。,https://digitalarchive.npm.gov.tw/Collection/Detail/14749?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102075&randomCode=72071884998&maxW=200&maxH=200,購錢005411,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14748?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102072&randomCode=30759395768&maxW=200&maxH=200,購錢005410,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14747?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102069&randomCode=87266320168&maxW=200&maxH=200,購錢005409,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14746?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102066&randomCode=35772701725&maxW=200&maxH=200,購錢005408,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14745?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102063&randomCode=78193284116&maxW=200&maxH=200,購錢005407,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14744?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102060&randomCode=52870158893&maxW=200&maxH=200,購錢005406,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14743?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102057&randomCode=67446006403&maxW=200&maxH=200,購錢005405,購,錢,錢幣
元符通寶,錢幣,待測量,北宋,銅質。方孔圓錢，正面有楷書：「元符通寶」四字，背面無文。,https://digitalarchive.npm.gov.tw/Collection/Detail/14742?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102054&randomCode=46307169504&maxW=200&maxH=200,購錢005404,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14741?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102051&randomCode=17640447783&maxW=200&maxH=200,購錢005403,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14740?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102048&randomCode=24366390831&maxW=200&maxH=200,購錢005402,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14739?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102045&randomCode=15543086536&maxW=200&maxH=200,購錢005401,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14738?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102042&randomCode=28719268486&maxW=200&maxH=200,購錢005400,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14737?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102039&randomCode=52492182249&maxW=200&maxH=200,購錢005399,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14736?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102036&randomCode=65504212486&maxW=200&maxH=200,購錢005398,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14735?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102033&randomCode=46493229324&maxW=200&maxH=200,購錢005397,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14734?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102030&randomCode=86953194516&maxW=200&maxH=200,購錢005396,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14733?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102027&randomCode=34523490633&maxW=200&maxH=200,購錢005395,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14732?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102024&randomCode=62140540342&maxW=200&maxH=200,購錢005394,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14731?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102021&randomCode=65962118639&maxW=200&maxH=200,購錢005393,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14730?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102018&randomCode=93454057637&maxW=200&maxH=200,購錢005392,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14729?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102015&randomCode=37051806144&maxW=200&maxH=200,購錢005391,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14728?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102012&randomCode=61150105285&maxW=200&maxH=200,購錢005390,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14727?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102009&randomCode=63363351549&maxW=200&maxH=200,購錢005389,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14726?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102006&randomCode=12550790477&maxW=200&maxH=200,購錢005388,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14725?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102003&randomCode=44501178530&maxW=200&maxH=200,購錢005387,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14724?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102000&randomCode=73154236971&maxW=200&maxH=200,購錢005386,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14723?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101997&randomCode=43373367462&maxW=200&maxH=200,購錢005385,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14722?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101994&randomCode=37331740633&maxW=200&maxH=200,購錢005384,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14721?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101991&randomCode=49579642912&maxW=200&maxH=200,購錢005383,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14720?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101988&randomCode=30384962351&maxW=200&maxH=200,購錢005382,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14719?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101985&randomCode=24837201367&maxW=200&maxH=200,購錢005381,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14718?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101982&randomCode=69623779068&maxW=200&maxH=200,購錢005380,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14717?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101979&randomCode=88315653509&maxW=200&maxH=200,購錢005379,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14716?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101976&randomCode=49251303271&maxW=200&maxH=200,購錢005378,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14715?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101973&randomCode=45167371826&maxW=200&maxH=200,購錢005377,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14714?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101970&randomCode=19802772321&maxW=200&maxH=200,購錢005376,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14713?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101967&randomCode=88848703720&maxW=200&maxH=200,購錢005375,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14712?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101964&randomCode=72046957850&maxW=200&maxH=200,購錢005374,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14711?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101961&randomCode=82194010311&maxW=200&maxH=200,購錢005373,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14710?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101958&randomCode=57909128924&maxW=200&maxH=200,購錢005372,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14709?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101955&randomCode=23787104882&maxW=200&maxH=200,購錢005371,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14708?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101952&randomCode=31991897164&maxW=200&maxH=200,購錢005370,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14707?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101949&randomCode=20071845948&maxW=200&maxH=200,購錢005369,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14706?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101946&randomCode=73268156421&maxW=200&maxH=200,購錢005368,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14705?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101943&randomCode=49820022416&maxW=200&maxH=200,購錢005367,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14704?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101940&randomCode=72575637699&maxW=200&maxH=200,購錢005366,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14703?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101937&randomCode=50350621907&maxW=200&maxH=200,購錢005365,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14702?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101934&randomCode=64385785779&maxW=200&maxH=200,購錢005364,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14701?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101931&randomCode=37014509673&maxW=200&maxH=200,購錢005363,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14700?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=101928&randomCode=65557701812&maxW=200&maxH=200,購錢005362,購,錢,錢幣
